sample	height&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_gra:neo_mar	height&neo_bri:neo_oli:neo_pul	height&neo_oli:neo_pul	Ne&met_zeb	Ne&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_gra:neo_mar	Ne&neo_mar	Ne&neo_gra	Ne&neo_bri:neo_oli:neo_pul	Ne&neo_bri	Ne&neo_oli:neo_pul	Ne&neo_oli	Ne&neo_pul	Ne&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri	mig&met_zeb&neo_gra	mig&met_zeb&neo_mar	mig&met_zeb&neo_oli	mig&met_zeb&neo_pul	mig&met_zeb&neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_oli:neo_pul	mig&met_zeb&neo_gra:neo_mar	mig&met_zeb&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_gra:neo_mar&met_zeb	mig&neo_gra:neo_mar&neo_bri:neo_oli:neo_pul	mig&neo_mar&met_zeb	mig&neo_mar&neo_bri	mig&neo_mar&neo_gra	mig&neo_mar&neo_oli	mig&neo_mar&neo_pul	mig&neo_mar&neo_oli:neo_pul	mig&neo_mar&neo_bri:neo_oli:neo_pul	mig&neo_gra&met_zeb	mig&neo_gra&neo_bri	mig&neo_gra&neo_mar	mig&neo_gra&neo_oli	mig&neo_gra&neo_pul	mig&neo_gra&neo_oli:neo_pul	mig&neo_gra&neo_bri:neo_oli:neo_pul	mig&neo_bri:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_oli:neo_pul&neo_gra	mig&neo_bri:neo_oli:neo_pul&neo_mar	mig&neo_bri:neo_oli:neo_pul&neo_gra:neo_mar	mig&neo_bri&met_zeb	mig&neo_bri&neo_gra	mig&neo_bri&neo_mar	mig&neo_bri&neo_oli	mig&neo_bri&neo_pul	mig&neo_bri&neo_oli:neo_pul	mig&neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&neo_bri	mig&neo_oli:neo_pul&neo_gra	mig&neo_oli:neo_pul&neo_mar	mig&neo_oli&met_zeb	mig&neo_oli&neo_bri	mig&neo_oli&neo_gra	mig&neo_oli&neo_mar	mig&neo_oli&neo_pul	mig&neo_pul&met_zeb	mig&neo_pul&neo_bri	mig&neo_pul&neo_gra	mig&neo_pul&neo_mar	mig&neo_pul&neo_oli	
3009	9.19991411907936	2.0552205495516	1.8594621766037	1.22762061120079	0.830358441480528	2.50850027877785	1.30371969813147	1.51899560843424	0.81301041933136	3.0307741644116	1.92835363374968	1.67370573785526	1.58501793226275	1.40624276582031	0.558640443699802	2.09852596027842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0169839885946075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0407673410283998	0	0	0	0	0	0	
3010	9.19991739765477	2.26141184035897	1.50743790160595	1.26030369918669	0.370369394718677	1.33374944774145	1.22030659430713	2.38038806470498	2.39280611363571	3.10538399532382	2.93279182975574	2.68259864362738	1.57376894864263	1.05967565315379	2.07276568083614	3.06261419193098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137774038015289	0	0	0	0	0	0	0	0	0	0	
3011	9.19999855358165	1.74281239847607	1.59059587780294	1.44056753930764	0.353636152451066	0.582931176131966	1.12336547461714	1.27777279342895	0.460165511334835	0.82099833834021	1.68192242571011	0.250393204148618	1.40359344280064	1.55441030939092	0.408556924836818	1.15316191045771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28434009222512	0	0	0	0	0	0	
3012	9.19992513443569	1.92372260221238	1.90528538307648	1.58194734847299	1.01829807163813	0.374691672653966	0.923978381445639	0.551576552125763	0.654679588902257	0.649664580837144	1.00195971283108	0.434643413447386	0.427496350163349	0.349711647746586	0.403889271234424	0.855288232848936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106175437308731	0	0	0	0	0	0	
3013	9.19991843646881	1.89388210328165	1.19565718410115	1.04231797058115	0.0678724100375629	1.26469532167412	1.14839060219486	2.49989446985237	1.13743425128617	2.34207839301497	2.23989206945919	1.61169172219528	2.04241452898154	2.13534866126129	1.21495499920343	1.61485504565084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193313903670308	0	1.44791166561832	0.671820937194016	0	0	0	0	0	
3014	9.19991030663566	2.14148910449673	1.47053253176493	0.504751047346551	0.243782765641887	1.3276283736895	1.05694488799346	3.06841263065599	2.64070034780602	1.7583458513714	4.87730070550022	1.61336963513514	1.16578943934619	3.64430712098946	2.25637857281364	2.15745433505107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153925415352585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3015	9.19992331689533	1.88371316514626	1.45820909175039	1.18641518280447	0.60362675066636	1.53377252744089	1.15022393174106	1.05808031275893	1.02882465099403	1.17252530446643	2.27473633659252	1.25749539472496	1.06795437878868	1.15664121747195	1.13001310886655	2.02143961556417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.605059564352484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3016	9.19994605629694	1.48033154849564	1.30581043886041	1.25948500854227	0.339201854536065	1.35708584264992	1.02835021561931	1.6148703949356	1.70092791784946	0.885684897967324	0.482891610438581	1.90196909762978	1.47993879608133	0.472843622331343	0.844799322027986	0.848020228632615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.442745115522686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3017	9.19993118022323	1.79911648220655	1.74985127457692	1.31521644903626	0.507921657040984	5.89265769172389	1.12751285393695	1.17724955462868	3.06708945856299	1.63290515983909	1.58580152121385	3.88098521261782	1.28836326782383	2.38842181444567	4.91568404448746	1.53447658211478	0	0	0	0	0	0	0	0	0	0	0	1.19701731238141	0	0	0	0	0.00380947668593825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3018	9.19996592984405	1.90589210448871	1.66497858424756	0.913202176499073	0.295923669431758	2.37078330227031	1.07033252259024	2.23548491558958	1.05546239556738	0.703426086971857	1.9245414922682	2.22632530088568	1.82879753235846	2.76606105536384	0.6978280774421	1.5327685668152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159877017587378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3019	9.19996360351619	1.87474807384165	1.41716740939845	1.17481919657051	0.858932484448957	0.89515299036208	1.06092192213934	2.47150294066322	1.01037682207327	0.633305357103009	1.65821751784303	1.39523576086063	0.596313858199369	3.12585301732235	1.63616875739578	1.0421712713813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.647804223350471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3020	9.19990810389705	1.62403621741482	1.10457007933906	0.971311326021428	0.520671724915611	0.708266348257031	1.01930567086129	1.61308620515399	0.847675616839851	0.621587608046333	1.41831870453803	0.989632798084015	1.07071588215458	0.943367157004925	1.34421600541294	0.798202556145111	0	0	0	0	0	0	0	0	0	0	0	0.119201425035193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0726962687645025	0	0	0	0	0	0	
3021	9.1999368954225	1.75270212452319	1.589580887448	1.44286328642903	0.544006641415973	0.608293865124312	1.14377948725403	0.557863405143247	0.896916380958399	1.81745164436613	0.856019091318224	0.645246845173287	1.05691327155869	1.55435661816713	0.589168345800296	0.699768222395511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110595166532152	0	0	0	0	0	0	0	0.199350836884184	0	0	0	0	0	0	
3022	9.19992305332524	1.92582182441652	1.245781962791	0.803075190474899	0.33173568556256	1.33539070342446	1.18110227141316	4.69090283955774	4.40629411518969	1.41979194270344	4.65165182521735	5.27962425058539	1.26804580159253	3.40523417429097	1.196610422552	1.74626274199905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3023	9.19994175922283	1.56511319575106	1.36891853925054	0.796582567825547	0.259448574334249	3.62450446288658	1.18860183090506	1.45407761697402	0.700847416931988	1.83715428364723	2.50672607423501	1.64972534539733	1.28951252257299	2.84308850983684	0.732013017332294	1.06216158354384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3024	9.19994290827676	1.71509586350722	1.3030781746021	1.29854232892397	0.473585866079932	0.902758774091434	1.33331457575679	0.944996360147195	0.59349929639976	0.70752110811944	1.49469871276339	1.5887439045318	1.57526989264392	2.07448316297203	0.692643215950444	1.20140176075019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.259543720370496	0	0	0	0	0	0	
3025	9.19993768804787	1.82260878811433	1.46579891770677	1.04814757599394	0.24502385674838	2.78923777747368	1.16558143481407	2.52281398473643	1.62650726285077	1.41506915661012	2.50624911059113	2.02246460250111	1.87321786696328	0.782107999058046	0.739155825647196	1.85363880376564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3026	9.19991986658941	2.07604533593112	1.70303359962328	1.58350369409428	0.280054254838284	0.80385091755362	1.12829052107691	1.70691621026232	0.849933178159386	1.20314916221089	1.80566239354002	1.24019019993348	2.41560496026078	0.544496795235282	2.23689456115068	1.72424715228782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3027	9.19995246995806	1.79498747349424	1.54174657428524	1.17698002061688	0.710284131696378	0.886978729109286	1.09661374725244	3.44734431891338	0.895631592484456	0.46655561142993	1.27569350852022	1.48537664835159	1.09679235198309	2.77784081083815	1.2250929292462	1.31239262998474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.255884417095832	0	0	0	0	0	0	0	0.114903483736666	0	0	0	0	0	0	
3028	9.19999810347978	1.73231143993809	1.27741704073388	1.0471728109034	0.166441332119743	0.343929653418328	0.938300413319949	2.30354803796233	2.45722178619186	1.39791807752623	1.84863651544838	1.83169970902653	1.31446609217254	1.51543213908231	1.43000213074652	1.03502038354043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309597464009942	0.198678928226472	0	0	0	0	0	
3029	9.19992590260066	1.76700170018666	0.964207857864498	0.923755336214774	0.257923964863003	1.19612158894645	1.18380721120572	1.67307621189373	1.80271498615133	1.71367346636754	2.55708015659399	1.79604920402209	0.957636129848589	2.33019596279161	1.06412870275638	2.2854364121327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0357692496901082	0.0354319233966858	0	0	0	0	0	0	
3030	9.19993195868611	1.42019106024613	1.29930337105226	1.20234802065201	0.841872220987516	1.74862203988875	1.32575362946967	0.812601486713472	0.954745854247441	0.558701741307488	0.586350559212067	1.14233858251514	0.815623823216894	0.528200296777271	0.489980327004187	1.61772371529928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.340920768463296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3031	9.19999112921997	1.85973718799247	1.42039464018458	1.21943800698139	0.791283673323536	2.27369399577866	1.35107760805041	4.13558554450313	2.80047675760859	1.67496842123354	2.18577641808982	2.81455724198799	1.06475817416456	2.43331388183607	3.73758429664102	2.45954260022054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3032	9.19994898887071	2.00735484066621	1.22090751839355	0.847605032209539	0.510754146570666	2.14246746875145	1.15146342467952	2.06133737753864	4.10212106287294	1.88509865364558	2.53740032334966	3.94614921071845	12.0049373348226	2.16432819558599	2.63670986307131	1.98022725813798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3033	9.19994235231671	2.05942534033835	1.26861357652573	1.06593552440874	0.896811718732118	6.00288701638512	1.57415698190156	4.42206879151266	4.42758361012414	3.28026289547573	3.34536445379111	3.18226611193163	1.13551671502324	1.76462292844184	1.71787582614461	2.72326329672526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00252868784378451	0	0	
3034	9.19998264495443	1.8222282250575	0.989664245582272	0.900425499447694	0.346194831913321	3.05646352973513	1.29135748031895	1.55936903293863	0.836188597427419	4.05187544080959	2.02768978070639	1.0456569056371	1.92723063821214	1.26408036759582	2.44640874223813	1.88815583689078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3035	9.19991576730938	2.2109072949165	1.2601504803488	1.06198564129519	0.295053686697605	1.32847394851208	1.19868636858801	3.22746305321409	1.66049719976582	1.9668405515246	1.89236481488093	2.58362489517621	2.80678899952391	3.72664821853379	3.03582419536352	2.35031288780151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056602758623359	0	0	0	0	0	0	0	0	0	0	
3036	9.19999718448055	1.99704379906291	1.53822369527912	1.02377617952478	0.644550870499061	1.04577443740759	1.04206016220139	1.51368365469757	1.46313301310593	0.916374688749994	1.75898486804202	1.07733460110763	1.46754544338355	2.39444690876988	1.41704847013483	0.834791799580444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22113958464491	0	0	0	0	0	0	
3037	9.19991728912961	1.91632004653048	1.85024273110491	1.29012109397749	0.295228204022796	1.54595494932232	1.33867439306624	2.35825455562488	1.58860197575034	2.6938366253913	2.42647984028785	1.2970910344613	0.93965445433637	1.38257586614991	1.98653908672411	1.36812143138451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.699628009981068	0	0	0	0	0	0	
3038	9.19997863215328	2.24706640404153	1.7004888968978	1.27346568841444	0.833698614147045	0.613412501079303	0.849789851662396	1.26582347285507	0.603763736792014	0.731427251194052	1.11793499581943	0.358354885950439	0.894946639956818	0.826391851498878	0.800337653444958	1.0757375648401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185657966736377	0	0	0	0	0	0	0	0	0	0	0	0.157860431675309	0	0	0	0	0	0	
3039	9.19999140370869	2.16708628490285	1.47320276319789	1.25156587252135	0.479096970539047	1.17958381906623	0.899973476512948	1.60266687175276	0.566696331718237	0.925683506175256	1.08062188611139	0.424302654219564	1.21592295495187	0.504005373440294	0.536031551989264	0.935537160459521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141510062626487	0	0	0	0	0	0	0	0	0	0	0	0.0854856902229219	0	0	0	0	0	0	
3040	9.19999892335805	2.19164667519024	1.55038973678975	1.29632764499539	0.501168727244821	1.28626162419894	0.795908079596841	1.34445940418194	1.49732063806117	0.941868673708682	1.05369558724219	2.55263479873203	1.05110169408576	1.05943707428314	2.37664852322412	1.08839935293313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976245367779488	0	0	0	0	0	0	0	0	0	0	0	0.608193419252283	0	0	0	0	0	0	
3041	9.1999116077276	2.43482156611034	1.93951640110375	1.41269275327026	0.71853569169595	1.73915218078231	1.19916049876748	1.54560970803861	0.815498517172552	1.27463018255604	1.19629429701009	3.69389241967168	2.41421586385349	6.45559661247646	1.5759998924288	2.53750996757528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0323112276948089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136625749797503	0	0	0	0	0	0	0	0	0	0	0	0.0788210772613657	0	0	0	0	0	0.0246009708604621	
3042	9.1999911689903	1.75126274623611	1.57863745502857	1.28161547108412	0.32031748016743	1.39154051813681	1.14368558021657	1.54487656582654	0.953710230774378	0.244386026370381	1.90316001033475	1.08185930582427	1.10586322030004	1.73283401726847	0.814201246124654	0.86726765355969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.366309285911329	0	0	0	0	0	0	0	0	0	0.507884082227083	0	0	0	0	0	0	
3043	9.19990147517056	2.17250660495305	1.54306193468435	1.34302122215746	0.606887775114998	1.51680917196536	1.14027777253057	1.63813228320765	0.786277082136138	1.11809945514462	1.44075612760556	2.37294181040206	1.98695412578096	0.720945792583515	1.05009356316024	1.73022326940138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0834212935462958	0	0	0	0	0	0	0	0.0498076050504864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160555381117871	0	0	0	0	0	0	
3044	9.19997317195822	1.69473040219443	1.6105522521499	1.34003127393057	0.61812402959417	0.82537612262865	1.30900648528075	1.02578089562354	0.507106018523517	0.446755781717019	1.17483264468086	0.466167883645684	1.9455450975825	1.05823452674818	1.81696053702095	0.956050318623585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3045	9.19992247705142	1.54294079162719	1.33909541209263	1.20493576352576	0.6251415216606	0.855055257670534	1.03049860465064	0.616120361555423	1.02217103810964	0.354562894024297	0.929419819582558	0.382335417810349	0.982264086773225	1.01509361024782	2.32198965217324	0.81084853632835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0888306197788063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3046	9.19992903269688	1.42793774607629	1.36106982222088	1.25811710728498	0.531906961582771	1.26748502899686	1.06586589846065	0.852856721137736	1.19482594187814	1.82356138594505	1.22590177923707	1.51028295785961	1.35943711562335	1.560574918825	0.483205876963393	0.760944916402684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0587019980130293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3047	9.19997597132512	2.13952555039178	1.40267966132604	0.958807936338776	0.409832891542949	4.59301481137709	1.19929068077633	4.01384665889045	1.87980151719063	1.79808526500198	3.59284504781231	1.59780521735731	1.98173087752858	2.24444952601869	1.01239726089938	2.65732373550686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3048	9.19990573150845	1.77570892531285	1.63825875331875	1.17455800520581	0.219762862095525	2.04202898892556	1.16903116915284	5.03416347963568	6.2997928945623	1.95477401871566	1.60856844026321	1.17187045544182	3.18109481132911	0.82564076928077	1.05377679752879	2.70315374850202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3049	9.19992300683978	1.87100663451749	1.16287678010134	0.989272575919494	0.135896327904671	2.25395932081208	1.06194062289588	7.16687239097054	1.67247216263871	0.433372156348939	2.32042818936908	1.571130580344	2.58765692435743	2.51754418680177	1.56080258692227	1.87398232816906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3050	9.19998444151226	2.05118104743479	1.43330223973451	0.987373220754425	0.17888052879808	1.61339970999983	1.29252331373831	4.065588338015	5.54166438535168	2.03721515931154	3.29413422049905	2.97758885472816	2.38940892202327	3.17409054041449	1.67727796830279	1.39320752905981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045732455067587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3051	9.1999201193128	1.92379744649518	1.30973630150103	1.17982616630078	0.564275882340439	6.17160966725022	1.22192351275556	2.18891068488951	1.56939665810393	1.97104911799709	2.87985772230648	4.63934005589952	1.97461403459342	1.46894705390163	2.35308814683954	1.44775678110612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3052	9.19994146540917	1.88129637509734	1.66248993569252	1.23523053156078	0.280643264794626	2.32132715233333	1.27820961860969	0.969390406599466	1.02877934921679	1.52655697836268	1.81342377523403	2.23865942836285	1.70753652478615	3.44051534458933	1.76466107541723	1.8849759093379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3053	9.19992002501222	2.47950524596494	1.33863772712608	1.13496410417713	0.367928359488859	1.96686576096035	1.06307318440802	2.65107517706153	1.77259991055585	3.17755087603808	2.36448357728055	7.30058869525045	2.66599342930989	2.45898135051715	1.6335067731526	2.91743314005488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240885860470773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224467899820992	0	0	0	0	0	0	
3054	9.19997895084577	2.20563518426869	1.95061011207454	1.47670160113545	0.455095829322111	0.853654202813896	1.05646130199616	1.10030933688584	1.08704501113486	0.431876098145495	0.992479208146077	0.997071584605532	1.03992763331873	0.384833817019853	0.327694489622074	1.21892507611872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0170039013663639	0	0	0	0	0	0	0.0645070032764719	0	0	0	0	0	0	0	0	0	0	0	0.363801762325365	0	0	0	0	0	0	
3055	9.19993757666757	2.563266135718	1.44249516168516	1.36935097024857	0.823188801797396	1.32781997136093	0.891307373964512	3.14929677562912	0.291325834651007	1.13846485521638	1.45542835365484	1.32141792488679	0.66139734448555	0.833419011478319	1.73480805564624	1.11373168650406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155606711970865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226135137490624	0	0	0	0	0	0	0	0	0	0	
3056	9.19990500006924	1.9044593259368	1.33091393155103	0.96083259381482	0.179340699558786	0.945965703234135	1.06524624852916	1.60822214918496	2.08344999457312	0.937747970569953	0.963714126614504	2.59830148603108	2.08686020686726	9.58992167918293	2.02403869362128	1.57164635533877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.291449057769766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00221498936030982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3057	9.19996971934678	1.92147899383441	1.55015555637544	1.29027649184292	0.330892549080743	4.74355008193306	1.14669074751251	3.58489002858584	1.52780498151483	2.2641828165519	1.67892174533287	3.12554590704308	0.990621028890019	1.62442135818888	1.94567795697949	1.5142706234909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.538693335355241	0	0	0	0	0	0	
3058	9.19997289317835	1.63728695898042	1.44789043090763	1.14848891831882	0.38458469061137	1.89229398732827	1.23038900680145	0.919604944899257	1.97506254248022	3.00478250269794	2.02907013876491	2.81614759934783	1.71596468110505	2.25401850528585	1.35305451212721	1.6809972467384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000162270573225053	0.221570808673723	0	0	0	0	0	0	0	0	0.0348319442292495	0	0	0	0	0	0	
3059	9.1999185522528	1.74938741342452	1.70842597596544	1.07493864780372	0.468415633630443	1.45599993539873	1.03850771615611	2.35330096798491	0.918459637785489	1.98742472419627	2.434492411439	1.53773495121126	2.48304193026068	2.55601317430663	3.21090726051309	1.87441399288593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0845145010084443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120290735771158	0	0	0	0	0.000795470955732816	0	
3060	9.19996514248087	1.63403205738021	1.52764726848588	1.08174432850941	0.331573645727876	2.22394446464347	1.19371971889646	0.513901392645987	1.88735212740108	1.124629361212	1.58180564714945	1.84995229045363	1.97367807606109	0.980482148220337	3.83668661548593	1.50046465540015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222073285459659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
